ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2014-11-07,1.5453832749227678,0.4239600243641576,2.5022130268678224,1.5453832749227678,1.5453832749227678,-0.03359469782780217,-0.03359469782780217,-0.03359469782780217,0.019073640373434075,0.019073640373434075,0.019073640373434075,-0.05266833820123624,-0.05266833820123624,-0.05266833820123624,0.0,0.0,0.0,1.5117885770949657
2014-11-08,1.5453170542612373,0.5092579326550695,2.471262942121137,1.5453170542612373,1.5453170542612373,-0.06863006046575283,-0.06863006046575283,-0.06863006046575283,-0.016509978784150618,-0.016509978784150618,-0.016509978784150618,-0.05212008168160221,-0.05212008168160221,-0.05212008168160221,0.0,0.0,0.0,1.4766869937954845
2014-11-09,1.5452508335997068,0.4126797856238242,2.4857767956404744,1.5452508335997068,1.5452508335997068,-0.144166125417429,-0.144166125417429,-0.144166125417429,-0.09282686281189256,-0.09282686281189256,-0.09282686281189256,-0.051339262605536444,-0.051339262605536444,-0.051339262605536444,0.0,0.0,0.0,1.401084708182278
2014-11-11,1.5451183922766458,0.5180082986534819,2.503238504297962,1.5451183922766458,1.5451183922766458,-0.034899565629440195,-0.034899565629440195,-0.034899565629440195,0.01410061736659048,0.01410061736659048,0.01410061736659048,-0.04900018299603067,-0.04900018299603067,-0.04900018299603067,0.0,0.0,0.0,1.5102188266472056
2014-11-12,1.5450521716151153,0.4926156578237231,2.4950702205891546,1.5450521716151153,1.5450521716151153,-0.01586131245174985,-0.01586131245174985,-0.01586131245174985,0.031539375663168605,0.031539375663168605,0.031539375663168605,-0.047400688114918446,-0.047400688114918446,-0.047400688114918446,0.0,0.0,0.0,1.5291908591633654
2014-11-13,1.5449859509535844,0.45852195198885776,2.4516828616201707,1.5449859509535844,1.5449859509535844,-0.049149058207819306,-0.049149058207819306,-0.049149058207819306,-0.0036597600000788685,-0.0036597600000788685,-0.0036597600000788685,-0.04548929820774043,-0.04548929820774043,-0.04548929820774043,0.0,0.0,0.0,1.495836892745765
2014-11-14,1.5449197302920539,0.4479066618073491,2.5696588906534354,1.5449197302920539,1.5449197302920539,-0.02417749466303732,-0.02417749466303732,-0.02417749466303732,0.01907364037340374,0.01907364037340374,0.01907364037340374,-0.043251135036441055,-0.043251135036441055,-0.043251135036441055,0.0,0.0,0.0,1.5207422356290166
2014-11-15,1.5448535096305234,0.44475823537401743,2.5045565115263813,1.5448535096305234,1.5448535096305234,-0.05718639917178937,-0.05718639917178937,-0.05718639917178937,-0.016509978784373998,-0.016509978784373998,-0.016509978784373998,-0.04067642038741537,-0.04067642038741537,-0.04067642038741537,0.0,0.0,0.0,1.487667110458734
2014-11-16,1.5447872889689929,0.37204941066697766,2.3525176355217527,1.5447872889689929,1.5447872889689929,-0.13058874295409795,-0.13058874295409795,-0.13058874295409795,-0.09282686281189814,-0.09282686281189814,-0.09282686281189814,-0.03776188014219979,-0.03776188014219979,-0.03776188014219979,0.0,0.0,0.0,1.414198546014895
2014-11-17,1.5447210683074624,0.5201369425135938,2.542258490837347,1.5447210683074624,1.5447210683074624,0.013771001458541657,0.013771001458541657,0.013771001458541657,0.048282968192748535,0.048282968192748535,0.048282968192748535,-0.03451196673420689,-0.03451196673420689,-0.03451196673420689,0.0,0.0,0.0,1.558492069766004
2014-11-18,1.5446548476459319,0.5032258523072983,2.575358694749308,1.5446548476459319,1.5446548476459319,-0.01683923111418572,-0.01683923111418572,-0.01683923111418572,0.014100617366596076,0.014100617366596076,0.014100617366596076,-0.0309398484807818,-0.0309398484807818,-0.0309398484807818,0.0,0.0,0.0,1.5278156165317462
2014-11-19,1.5445886269844014,0.46148424256158366,2.626678811600823,1.5445886269844014,1.5445886269844014,0.004471254349186377,0.004471254349186377,0.004471254349186377,0.03153937566298574,0.03153937566298574,0.03153937566298574,-0.027068121313799362,-0.027068121313799362,-0.027068121313799362,0.0,0.0,0.0,1.5490598813335876
2014-11-20,1.5445224063228706,0.513157197575546,2.525743871496982,1.5445224063228706,1.5445224063228706,-0.026588967028013364,-0.026588967028013364,-0.026588967028013364,-0.0036597599999994906,-0.0036597599999994906,-0.0036597599999994906,-0.022929207028013876,-0.022929207028013876,-0.022929207028013876,0.0,0.0,0.0,1.5179334392948574
2014-11-21,1.54445618566134,0.5437682288024932,2.544850925034144,1.54445618566134,1.54445618566134,0.0005082283105187209,0.0005082283105187209,0.0005082283105187209,0.019073640373587986,0.019073640373587986,0.019073640373587986,-0.018565412063069265,-0.018565412063069265,-0.018565412063069265,0.0,0.0,0.0,1.5449644139718586
2014-11-22,1.5443899649998094,0.4620471023366661,2.5056136325135636,1.5443899649998094,1.5443899649998094,-0.03053861051700851,-0.03053861051700851,-0.03053861051700851,-0.016509978784010254,-0.016509978784010254,-0.016509978784010254,-0.014028631732998256,-0.014028631732998256,-0.014028631732998256,0.0,0.0,0.0,1.513851354482801
2014-11-23,1.544323744338279,0.3881538051282636,2.467688758375546,1.544323744338279,1.544323744338279,-0.10220655919348567,-0.10220655919348567,-0.10220655919348567,-0.09282686281176586,-0.09282686281176586,-0.09282686281176586,-0.00937969638171982,-0.00937969638171982,-0.00937969638171982,0.0,0.0,0.0,1.4421171851447931
2014-11-24,1.5442575236767484,0.533847798149122,2.5930051205674887,1.5442575236767484,1.5442575236767484,0.04359560037690188,0.04359560037690188,0.04359560037690188,0.04828296819264797,0.04828296819264797,0.04828296819264797,-0.0046873678157460874,-0.0046873678157460874,-0.0046873678157460874,0.0,0.0,0.0,1.5878531240536502
2014-11-27,1.5440588616921564,0.45756714219039724,2.50276928272365,1.5440588616921564,1.5440588616921564,0.005213666945330885,0.005213666945330885,0.005213666945330885,-0.003659759999920109,-0.003659759999920109,-0.003659759999920109,0.008873426945250994,0.008873426945250994,0.008873426945250994,0.0,0.0,0.0,1.5492725286374873
2014-11-29,1.5439264203690954,0.5381191183779894,2.5640177556366845,1.5439264203690954,1.5439264203690954,0.00014473768818058352,0.00014473768818058352,0.00014473768818058352,-0.016509978784087904,-0.016509978784087904,-0.016509978784087904,0.016654716472268488,0.016654716472268488,0.016654716472268488,0.0,0.0,0.0,1.5440711580572761
2014-12-01,1.5437939790460344,0.5759261470229362,2.642247851809293,1.5437939790460344,1.5437939790460344,0.07095353278824437,0.07095353278824437,0.07095353278824437,0.04828296819271523,0.04828296819271523,0.04828296819271523,0.022670564595529148,0.022670564595529148,0.022670564595529148,0.0,0.0,0.0,1.614747511834279
2014-12-03,1.5436615377229734,0.5975739534479909,2.688649960667323,1.5436615377229734,1.5436615377229734,0.057907731700195884,0.057907731700195884,0.057907731700195884,0.03153937566303508,0.03153937566303508,0.03153937566303508,0.026368356037160808,0.026368356037160808,0.026368356037160808,0.0,0.0,0.0,1.6015692694231694
2014-12-05,1.543529096399912,0.6042292644018614,2.7200168185045466,1.543529096399912,1.543529096399912,0.046431825238512685,0.046431825238512685,0.046431825238512685,0.0190736403737419,0.0190736403737419,0.0190736403737419,0.027358184864770787,0.027358184864770787,0.027358184864770787,0.0,0.0,0.0,1.5899609216384247
2014-12-09,1.54326421375379,0.6064537761005903,2.5994982374206446,1.54326421375379,1.54326421375379,0.034883942375931044,0.034883942375931044,0.034883942375931044,0.014100617366692252,0.014100617366692252,0.014100617366692252,0.0207833250092388,0.0207833250092388,0.0207833250092388,0.0,0.0,0.0,1.578148156129721
2014-12-10,1.5431979930922595,0.6166799564524814,2.6062667556840164,1.5431979930922595,1.5431979930922595,0.04902939094682971,0.04902939094682971,0.04902939094682971,0.03153937566322447,0.03153937566322447,0.03153937566322447,0.017490015283605245,0.017490015283605245,0.017490015283605245,0.0,0.0,0.0,1.5922273840390893
2014-12-13,1.5429993311076675,0.5305775041577213,2.551989401492154,1.5429993311076675,1.5429993311076675,-0.011862380083371071,-0.011862380083371071,-0.011862380083371071,-0.01650997878409327,-0.01650997878409327,-0.01650997878409327,0.004647598700722201,0.004647598700722201,0.004647598700722201,0.0,0.0,0.0,1.5311369510242965
2014-12-14,1.542933110446137,0.41560862197182236,2.5064510056256637,1.542933110446137,1.542933110446137,-0.09313944843718411,-0.09313944843718411,-0.09313944843718411,-0.09282686281185365,-0.09282686281185365,-0.09282686281185365,-0.0003125856253304413,-0.0003125856253304413,-0.0003125856253304413,0.0,0.0,0.0,1.4497936620089529
2014-12-15,1.5428668897846065,0.5702437348585648,2.655012580507849,1.5428668897846065,1.5428668897846065,0.04284827648853023,0.04284827648853023,0.04284827648853023,0.048282968192822025,0.048282968192822025,0.048282968192822025,-0.005434691704291797,-0.005434691704291797,-0.005434691704291797,0.0,0.0,0.0,1.5857151662731368
2014-12-17,1.5427344484615455,0.5499458494317856,2.567228255285849,1.5427344484615455,1.5427344484615455,0.01583799247290045,0.01583799247290045,0.01583799247290045,0.03153937566315608,0.03153937566315608,0.03153937566315608,-0.015701383190255633,-0.015701383190255633,-0.015701383190255633,0.0,0.0,0.0,1.558572440934446
2014-12-18,1.5426682278000148,0.5216736805601428,2.5305793895466353,1.5426682278000148,1.5426682278000148,-0.02427302240505107,-0.02427302240505107,-0.02427302240505107,-0.003659759999992906,-0.003659759999992906,-0.003659759999992906,-0.020613262405058164,-0.020613262405058164,-0.020613262405058164,0.0,0.0,0.0,1.5183952053949636
2014-12-19,1.542602007138484,0.4375861032766208,2.509458164640614,1.542602007138484,1.542602007138484,-0.006154391290506121,-0.006154391290506121,-0.006154391290506121,0.019073640373376173,0.019073640373376173,0.019073640373376173,-0.02522803166388229,-0.02522803166388229,-0.02522803166388229,0.0,0.0,0.0,1.5364476158479778
2014-12-20,1.5425357864769536,0.5001552058521845,2.4706990574979852,1.5425357864769536,1.5425357864769536,-0.04595261210646659,-0.04595261210646659,-0.04595261210646659,-0.01650997878409595,-0.01650997878409595,-0.01650997878409595,-0.029442633322370643,-0.029442633322370643,-0.029442633322370643,0.0,0.0,0.0,1.496583174370487
2014-12-23,1.542337124492362,0.5775873774829702,2.523820338957541,1.542337124492362,1.542337124492362,-0.024734838200254235,-0.024734838200254235,-0.024734838200254235,0.014100617366743142,0.014100617366743142,0.014100617366743142,-0.03883545556699738,-0.03883545556699738,-0.03883545556699738,0.0,0.0,0.0,1.517602286292108
2014-12-24,1.5422709038308315,0.5174549354874297,2.515267129362269,1.5422709038308315,1.5422709038308315,-0.009138662506588046,-0.009138662506588046,-0.009138662506588046,0.0315393756630877,0.0315393756630877,0.0315393756630877,-0.040678038169675745,-0.040678038169675745,-0.040678038169675745,0.0,0.0,0.0,1.5331322413242434
2014-12-25,1.5422046831693006,0.4793931803867107,2.516323277995408,1.5422046831693006,1.5422046831693006,-0.045480700676520734,-0.045480700676520734,-0.045480700676520734,-0.003659759999913528,-0.003659759999913528,-0.003659759999913528,-0.0418209406766072,-0.0418209406766072,-0.0418209406766072,0.0,0.0,0.0,1.4967239824927798
2014-12-26,1.54213846250777,0.47625311396340514,2.5349019252986253,1.54213846250777,1.54213846250777,-0.02318859912761738,-0.02318859912761738,-0.02318859912761738,0.019073640373605656,0.019073640373605656,0.019073640373605656,-0.042262239501223035,-0.042262239501223035,-0.042262239501223035,0.0,0.0,0.0,1.5189498633801528
2014-12-28,1.542006021184709,0.3426250495719412,2.437249407165103,1.542006021184709,1.542006021184709,-0.1339699774388927,-0.1339699774388927,-0.1339699774388927,-0.09282686281179801,-0.09282686281179801,-0.09282686281179801,-0.04114311462709467,-0.04114311462709467,-0.04114311462709467,0.0,0.0,0.0,1.4080360437458164
2014-12-29,1.5419398005231786,0.49439116005980843,2.5661240542038057,1.5419398005231786,1.5419398005231786,0.0085935844568648,0.0085935844568648,0.0085935844568648,0.04828296819278871,0.04828296819278871,0.04828296819278871,-0.03968938373592391,-0.03968938373592391,-0.03968938373592391,0.0,0.0,0.0,1.5505333849800433
2014-12-31,1.5418073592001176,0.44153262538243176,2.596221541992485,1.5418073592001176,1.5418073592001176,-0.0038773005792378003,-0.0038773005792378003,-0.0038773005792378003,0.0315393756630193,0.0315393756630193,0.0315393756630193,-0.0354166762422571,-0.0354166762422571,-0.0354166762422571,0.0,0.0,0.0,1.5379300586208797
2015-01-02,1.5416749178770561,0.5480036326853953,2.633275096730215,1.5416749178770561,1.5416749178770561,-0.011025274597945969,-0.011025274597945969,-0.011025274597945969,0.01907364037353008,0.01907364037353008,0.01907364037353008,-0.03009891497147605,-0.03009891497147605,-0.03009891497147605,0.0,0.0,0.0,1.5306496432791101
2015-01-04,1.5415424765539951,0.4788396453760407,2.3840579691113466,1.5415424765539951,1.5415424765539951,-0.11768192972477146,-0.11768192972477146,-0.11768192972477146,-0.0928268628118036,-0.0928268628118036,-0.0928268628118036,-0.024855066912967877,-0.024855066912967877,-0.024855066912967877,0.0,0.0,0.0,1.4238605468292236
2015-01-07,1.5413438145694036,0.5906651029320066,2.487711749133431,1.5413438145694036,1.5413438145694036,0.011698112872714574,0.011698112872714574,0.011698112872714574,0.0315393756632087,0.0315393756632087,0.0315393756632087,-0.01984126279049412,-0.01984126279049412,-0.01984126279049412,0.0,0.0,0.0,1.553041927442118
2015-01-08,1.5412775939078727,0.4323537040206338,2.5352723209568273,1.5412775939078727,1.5412775939078727,-0.023203365219030506,-0.023203365219030506,-0.023203365219030506,-0.0036597600000657033,-0.0036597600000657033,-0.0036597600000657033,-0.0195436052189648,-0.0195436052189648,-0.0195436052189648,0.0,0.0,0.0,1.5180742286888422
2015-01-10,1.5411451525848117,0.5034032405523865,2.4923364219373525,1.5411451525848117,1.5411451525848117,-0.03833255554145907,-0.03833255554145907,-0.03833255554145907,-0.016509978784178956,-0.016509978784178956,-0.016509978784178956,-0.021822576757280117,-0.021822576757280117,-0.021822576757280117,0.0,0.0,0.0,1.5028125970433526
2015-01-13,1.5409464905848345,0.5742097316440592,2.6072914089801507,1.5409464905848345,1.5409464905848345,-0.01979199081955124,-0.01979199081955124,-0.01979199081955124,0.014100617366623807,0.014100617366623807,0.014100617366623807,-0.03389260818617505,-0.03389260818617505,-0.03389260818617505,0.0,0.0,0.0,1.5211544997652833
2015-01-16,1.5407478285848575,0.4458321897480333,2.497490660090758,1.5407478285848575,1.5407478285848575,-0.038339543746148654,-0.038339543746148654,-0.038339543746148654,0.01907364037337893,0.01907364037337893,0.01907364037337893,-0.05741318411952758,-0.05741318411952758,-0.05741318411952758,0.0,0.0,0.0,1.5024082848387088
2015-01-18,1.5406153872515393,0.3502905040056004,2.439077457188035,1.5406153872515393,1.5406153872515393,-0.17196950211095507,-0.17196950211095507,-0.17196950211095507,-0.09282686281174794,-0.09282686281174794,-0.09282686281174794,-0.07914263929920715,-0.07914263929920715,-0.07914263929920715,0.0,0.0,0.0,1.3686458851405843
