ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2017-04-14,1.994561283671254,0.5107905258243919,3.3488694097892138,1.994561283671254,1.994561283671254,-0.08039142330195792,-0.08039142330195792,-0.08039142330195792,0.012515079026905298,0.012515079026905298,0.012515079026905298,-0.09290650232886322,-0.09290650232886322,-0.09290650232886322,0.0,0.0,0.0,1.914169860369296
2017-04-15,1.9945207461247558,0.5905860114320086,3.3430153403005605,1.9945207461247558,1.9945207461247558,0.0008714043402153299,0.0008714043402153299,0.0008714043402153299,0.08303257037451424,0.08303257037451424,0.08303257037451424,-0.0821611660342989,-0.0821611660342989,-0.0821611660342989,0.0,0.0,0.0,1.9953921504649712
2017-04-16,1.9944802085782574,0.46807967833227726,3.373103783825528,1.9944802085782574,1.9944802085782574,-0.041872072138392696,-0.041872072138392696,-0.041872072138392696,0.02906577988129533,0.02906577988129533,0.02906577988129533,-0.07093785201968802,-0.07093785201968802,-0.07093785201968802,0.0,0.0,0.0,1.9526081364398646
2017-04-17,1.9944396710317591,0.5328175977066483,3.263238422691588,1.9944396710317591,1.9944396710317591,-0.07123976304323508,-0.07123976304323508,-0.07123976304323508,-0.011884233104281692,-0.011884233104281692,-0.011884233104281692,-0.05935552993895339,-0.05935552993895339,-0.05935552993895339,0.0,0.0,0.0,1.923199907988524
2017-04-20,1.9943180583922644,0.5984804779821653,3.5365250408015227,1.9943180583922644,1.9943180583922644,-0.10082711095382327,-0.10082711095382327,-0.10082711095382327,-0.07709231999990963,-0.07709231999990963,-0.07709231999990963,-0.02373479095391364,-0.02373479095391364,-0.02373479095391364,0.0,0.0,0.0,1.8934909474384412
2017-04-22,1.9942369832992675,0.6712013309078289,3.448614405605263,1.9942369832992675,1.9942369832992675,0.08243366036463595,0.08243366036463595,0.08243366036463595,0.08303257037457329,0.08303257037457329,0.08303257037457329,-0.0005989100099373333,-0.0005989100099373333,-0.0005989100099373333,0.0,0.0,0.0,2.0766706436639035
2017-04-23,1.9941882156220054,0.6702718233183157,3.4101215275082044,1.9941882156220054,1.9941882156220054,0.03944695766369622,0.03944695766369622,0.03944695766369622,0.029065779881215455,0.029065779881215455,0.029065779881215455,0.010381177782480766,0.010381177782480766,0.010381177782480766,0.0,0.0,0.0,2.0336351732857016
2017-04-24,1.9941394479447432,0.6362440709238155,3.285452936262157,1.9941394479447432,1.9941394479447432,0.00891126276495319,0.00891126276495319,0.00891126276495319,-0.011884233104273459,-0.011884233104273459,-0.011884233104273459,0.02079549586922665,0.02079549586922665,0.02079549586922665,0.0,0.0,0.0,2.0030507107096964
2017-04-25,1.994090680267481,0.6421188046491727,3.463763805181601,1.994090680267481,1.994090680267481,-0.008416185332374438,-0.008416185332374438,-0.008416185332374438,-0.0389368682770809,-0.0389368682770809,-0.0389368682770809,0.03052068294470646,0.03052068294470646,0.03052068294470646,0.0,0.0,0.0,1.9856744949351064
2017-04-26,1.9940419125902187,0.6502686567031782,3.42726532612972,1.9940419125902187,1.9940419125902187,0.04274131572382366,0.04274131572382366,0.04274131572382366,0.003299992098580104,0.003299992098580104,0.003299992098580104,0.03944132362524356,0.03944132362524356,0.03944132362524356,0.0,0.0,0.0,2.036783228314042
