ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2009-01-09,1.3520759999999998,0.5842468763709324,1.7465968742222104,1.3520759999999998,1.3520759999999998,-0.18515656493374893,-0.18515656493374893,-0.18515656493374893,-0.05893537434632114,-0.05893537434632114,-0.05893537434632114,-0.12622119058742778,-0.12622119058742778,-0.12622119058742778,0.0,0.0,0.0,1.1669194350662508
2009-01-13,1.3517631928362321,0.6367155598054223,1.8247199553507123,1.3517631928362321,1.3517631928362321,-0.13500286122274557,-0.13500286122274557,-0.13500286122274557,0.006357321456468611,0.006357321456468611,0.006357321456468611,-0.14136018267921419,-0.14136018267921419,-0.14136018267921419,0.0,0.0,0.0,1.2167603316134865
2009-01-14,1.3516849910452902,0.6042134368946266,1.7975373396919658,1.3516849910452902,1.3516849910452902,-0.14478433941676103,-0.14478433941676103,-0.14478433941676103,-0.004051240530917596,-0.004051240530917596,-0.004051240530917596,-0.14073309888584343,-0.14073309888584343,-0.14073309888584343,0.0,0.0,0.0,1.2069006516285292
2009-01-17,1.3514503856724642,0.6873448244112339,1.9023667772701205,1.3514503856724642,1.3514503856724642,-0.08482687943689558,-0.08482687943689558,-0.08482687943689558,0.041318776637805636,0.041318776637805636,0.041318776637805636,-0.1261456560747012,-0.1261456560747012,-0.1261456560747012,0.0,0.0,0.0,1.2666235062355686
2009-01-19,1.3512939820905803,0.5782806654073537,1.7966431050589953,1.3512939820905803,1.3512939820905803,-0.152390606435946,-0.152390606435946,-0.152390606435946,-0.04702163878583436,-0.04702163878583436,-0.04702163878583436,-0.10536896765011165,-0.10536896765011165,-0.10536896765011165,0.0,0.0,0.0,1.1989033756546343
2009-01-21,1.3511375785086963,0.6420160780570626,1.860559894387584,1.3511375785086963,1.3511375785086963,-0.08015846339824285,-0.08015846339824285,-0.08015846339824285,-0.004051240530872616,-0.004051240530872616,-0.004051240530872616,-0.07610722286737023,-0.07610722286737023,-0.07610722286737023,0.0,0.0,0.0,1.2709791151104535
2009-01-23,1.3509811749268126,0.6327986693353453,1.858190610726819,1.3509811749268126,1.3509811749268126,-0.09840935090649344,-0.09840935090649344,-0.09840935090649344,-0.058935374346263454,-0.058935374346263454,-0.058935374346263454,-0.039473976560229995,-0.039473976560229995,-0.039473976560229995,0.0,0.0,0.0,1.2525718240203192
2009-01-24,1.3509029731358704,0.7911386190079576,2.0370663326900433,1.3509029731358704,1.3509029731358704,0.022385824242426255,0.022385824242426255,0.022385824242426255,0.04131877663802538,0.04131877663802538,0.04131877663802538,-0.018932952395599122,-0.018932952395599122,-0.018932952395599122,0.0,0.0,0.0,1.3732887973782966
2009-01-27,1.3506683677630444,0.800490206088701,1.9975328430766632,1.3506683677630444,1.3506683677630444,0.05443520274244113,0.05443520274244113,0.05443520274244113,0.006357321456503008,0.006357321456503008,0.006357321456503008,0.04807788128593812,0.04807788128593812,0.04807788128593812,0.0,0.0,0.0,1.4051035705054855
2009-02-03,1.3501209552264508,0.9033269838601371,2.157195230539545,1.3501209552264508,1.3501209552264508,0.19556046822913675,0.19556046822913675,0.19556046822913675,0.00635732145657985,0.00635732145657985,0.00635732145657985,0.18920314677255692,0.18920314677255692,0.18920314677255692,0.0,0.0,0.0,1.5456814234555876
2009-02-04,1.3500427534355088,0.906020892728083,2.1588770483157926,1.3500427534355088,1.3500427534355088,0.1981656097958688,0.1981656097958688,0.1981656097958688,-0.004051240530829515,-0.004051240530829515,-0.004051240530829515,0.20221685032669828,0.20221685032669828,0.20221685032669828,0.0,0.0,0.0,1.5482083632313777
2009-02-13,1.349338937317031,0.8720262281523441,2.112803766483606,1.349338937317031,1.349338937317031,0.12404480290908568,0.12404480290908568,0.12404480290908568,-0.05893537434630925,-0.05893537434630925,-0.05893537434630925,0.18298017725539495,0.18298017725539495,0.18298017725539495,0.0,0.0,0.0,1.4733837402261167
2009-02-16,1.349104331944205,0.860722459788191,2.0426812188553924,1.349104331944205,1.349104331944205,0.0788226475389677,0.0788226475389677,0.0788226475389677,-0.047021638785886256,-0.047021638785886256,-0.047021638785886256,0.12584428632485395,0.12584428632485395,0.12584428632485395,0.0,0.0,0.0,1.4279269794831728
2009-02-23,1.3485569194076115,0.6552701919587436,1.884382391485566,1.3485569194076115,1.3485569194076115,-0.08489366973935725,-0.08489366973935725,-0.08489366973935725,-0.047021638785751996,-0.047021638785751996,-0.047021638785751996,-0.03787203095360524,-0.03787203095360524,-0.03787203095360524,0.0,0.0,0.0,1.2636632496682543
2009-02-25,1.3484005158257275,0.6474170428120031,1.8891538371965177,1.3484005158257275,1.3484005158257275,-0.08065531816182483,-0.08065531816182483,-0.08065531816182483,-0.004051240530859351,-0.004051240530859351,-0.004051240530859351,-0.0766040776309655,-0.0766040776309655,-0.0766040776309655,0.0,0.0,0.0,1.2677451976639027
2009-03-03,1.3479313050800756,0.6407676681885911,1.8562538418340226,1.3479313050800756,1.3479313050800756,-0.1239464800366461,-0.1239464800366461,-0.1239464800366461,0.006357321456620661,0.006357321456620661,0.006357321456620661,-0.13030380149326676,-0.13030380149326676,-0.13030380149326676,0.0,0.0,0.0,1.2239848250434295
